19770217,186,6
19770224,197,6
19770303,193,6
19770310,213,4
19770317,198,7
19770324,195,7
19770331,189,7
19770407,179,7
19770414,184,6
19770421,183,6
19770428,191,4
19770505,178,7
19770512,200,4
19770519,175,8
19770526,173,6
19770602,160,9
19770609,167,6
19770616,179,5
19770623,185,6
19770630,196,6
19770707,198,7
19770714,186,7
19770721,197,6
19770728,211,4
19770804,214,5
19770811,218,7
19770818,215,5
19770825,189,8
19770901,181,6
19770908,191,6
19770915,205,4
19770922,195,6
19770929,197,5
19771006,195,5
19771013,190,6
19771020,190,8
19771027,188,5
19771103,180,8
19771110,180,8
19771117,184,4
19771124,197,6
19771201,188,6
19771208,184,6
19771215,194,6
19771222,207,5
19771229,247,0
19780105,283,2
19780112,251,7
19780119,224,8
19780126,216,7
19780202,208,6
19780209,186,8
19780216,172,7
19780223,186,6
19780302,181,7
19780309,179,5
19780316,189,3
19780323,184,8
19780330,205,3
19780406,217,4
19780413,207,8
19780420,201,6
19780427,206,6
19780504,174,11
19780511,184,5
19780518,191,5
19780525,181,7
19780601,189,4
19780608,191,5
19780615,183,5
19780622,193,5
19780629,196,6
19780706,196,5
19780713,194,6
19780720,208,4
19780727,219,5
19780803,235,4
19780810,218,6
19780817,212,7
19780824,224,5
19780831,203,7
19780907,219,3
19780914,229,4
19780921,233,6
19780928,221,7
19781005,221,6
19781012,193,8
19781019,194,7
19781026,177,5
19781102,186,5
19781109,199,6
19781116,163,10
19781123,175,6
19781130,165,8
19781207,168,5
19781214,172,6
19781221,167,6
19781228,207,0
19790104,237,2
19790111,222,6
19790118,228,5
19790125,221,5
19790201,194,8
19790208,203,7
19790215,208,5
19790222,174,8
19790301,155,9
19790308,156,4
19790315,162,6
19790322,165,7
19790329,175,7
19790405,178,5
19790412,175,7
19790419,203,3
19790426,169,9
19790503,161,7
19790510,168,5
19790517,171,6
19790524,167,7
19790531,167,6
19790607,189,3
19790614,192,6
19790621,178,9
19790628,173,6
19790705,177,6
19790712,200,4
19790719,184,6
19790726,163,8
19790802,162,7
19790809,167,7
19790816,157,9
19790823,159,6
19790830,163,6
19790906,173,4
19790913,179,6
19790920,177,7
19790927,181,5
19791004,183,7
19791011,173,7
19791018,165,7
19791025,164,7
19791101,162,7
19791108,173,5
19791115,163,7
19791122,179,6
19791129,182,6
19791206,186,6
19791213,176,9
19791220,187,6
19791227,227,0
19800103,249,4
19800110,228,6
19800117,202,7
19800124,176,9
19800131,170,9
19800207,158,6
19800214,169,7
19800221,144,9
19800228,156,5
19800306,153,7
19800313,147,8
19800320,160,5
19800327,150,9
19800403,160,5
19800410,180,3
19800417,181,6
19800424,173,6
19800501,156,11
19800508,162,6
19800515,154,7
19800522,158,5
19800529,148,9
19800605,156,8
19800612,163,5
19800619,162,7
19800626,175,4
19800703,184,6
19800710,177,7
19800717,171,6
19800724,163,7
19800731,161,6
19800807,166,6
19800814,172,7
19800821,155,9
19800828,163,5
19800904,175,4
19800911,171,7
19800918,181,5
19800925,188,5
19801002,199,5
19801009,174,9
19801016,171,5
19801023,167,5
19801030,164,7
19801106,166,7
19801113,168,7
19801120,176,6
19801127,181,5
19801204,165,10
19801211,166,5
19801218,170,5
19801225,205,1
19810101,245,0
19810108,240,5
19810115,230,7
19810122,206,10
19810129,212,6
19810205,173,8
19810212,161,7
19810219,171,5
19810226,190,5
19810305,200,5
19810312,177,7
19810319,176,6
19810326,159,7
19810402,173,5
19810409,157,9
19810416,162,7
19810423,178,5
19810430,183,6
19810507,180,7
19810514,196,5
19810521,169,8
19810528,170,7
19810604,180,3
19810611,158,9
19810618,154,8
19810625,157,8
19810702,168,4
19810709,180,5
19810716,176,7
19810723,174,6
19810730,172,6
19810806,177,6
19810813,182,5
19810820,194,4
19810827,187,7
19810903,171,6
19810910,182,5
19810917,183,5
19810924,164,8
19811001,174,6
19811008,178,5
19811015,180,5
19811022,172,8
19811029,175,5
19811105,185,5
19811112,166,9
19811119,164,6
19811126,179,5
19811203,160,9
19811210,172,3
19811217,180,6
19811224,204,4
19811231,244,0
19820107,267,1
19820114,236,8
19820121,225,5
19820128,198,9
19820204,195,5
19820211,197,5
19820218,203,7
19820225,176,8
19820304,181,5
19820311,155,8
19820318,171,4
19820325,164,6
19820401,170,7
19820408,164,7
19820415,172,4
19820422,164,7
19820429,155,8
19820506,143,7
19820513,158,5
19820520,158,7
19820527,155,7
19820603,179,2
19820610,187,4
19820617,159,12
19820624,161,6
19820701,181,4
19820708,162,8
19820715,150,8
19820722,153,6
19820729,166,4
19820805,169,8
19820812,182,4
19820819,163,8
19820826,183,4
19820902,163,9
19820909,177,4
19820916,171,6
19820923,177,6
19820930,177,7
19821007,179,5
19821014,175,8
19821021,169,6
19821028,160,6
19821104,173,4
19821111,179,5
19821118,157,9
19821125,169,5
19821202,153,9
19821209,166,5
19821216,161,7
19821223,177,3
19821230,217,0
19830106,232,4
19830113,226,7
19830120,195,9
19830127,181,7
19830203,165,8
19830210,160,7
19830217,165,5
19830224,187,4
19830303,169,8
19830310,171,5
19830317,163,7
19830324,178,6
19830331,158,8
19830407,180,3
19830414,166,8
19830421,169,6
19830428,163,6
19830505,150,8
19830512,170,6
19830519,167,7
19830526,167,7
19830602,142,10
19830609,147,6
19830616,162,4
19830623,158,9
19830630,163,5
19830707,161,7
19830714,174,5
19830721,160,10
19830728,172,4
19830804,174,6
19830811,186,5
19830818,190,6
19830825,184,5
19830901,184,7
19830908,197,5
19830915,165,8
19830922,184,4
19830929,163,10
19831006,164,6
19831013,168,6
19831020,176,6
19831027,182,6
19831103,172,9
19831110,180,6
19831117,175,8
19831124,157,8
19831201,155,6
19831208,167,6
19831215,198,2
19831222,194,7
19831229,234,0
19840105,266,3
19840112,245,8
19840119,189,10
19840126,173,7
19840202,167,6
19840209,148,8
19840216,139,7
19840223,150,5
19840301,164,5
19840308,152,9
19840315,189,1
19840322,177,9
19840329,181,6
19840405,177,6
19840412,174,9
19840419,163,6
19840426,166,6
19840503,181,4
19840510,182,7
19840517,186,6
19840524,193,5
19840531,187,9
19840607,177,7
19840614,182,6
19840621,192,5
19840628,180,7
19840705,194,5
19840712,184,6
19840719,199,5
19840726,217,4
19840802,225,4
19840809,228,5
19840816,220,6
19840823,237,3
19840830,217,9
19840906,232,3
19840913,236,5
19840920,189,9
19840927,198,5
19841004,201,4
19841011,196,6
19841018,174,8
19841025,193,4
19841101,186,7
19841108,212,2
19841115,172,9
19841122,170,7
19841129,174,6
19841206,177,6
19841213,197,5
19841220,207,4
19841227,238,2
19850103,280,1
19850110,270,7
19850117,191,11
19850124,185,5
19850131,197,3
19850207,192,7
19850214,215,3
19850221,236,3
19850228,220,8
19850307,187,7
19850314,186,6
19850321,165,8
19850328,161,8
19850404,169,5
19850411,186,3
19850418,175,7
19850425,171,7
19850502,163,7
19850509,162,6
19850516,141,9
19850523,150,5
19850530,161,5
19850606,171,6
19850613,183,5
19850620,183,6
19850627,177,7
19850704,180,4
19850711,181,7
19850718,190,5
19850725,189,6
19850801,169,8
19850808,190,3
19850815,204,5
19850822,221,3
19850829,214,7
19850905,208,5
19850912,187,8
19850919,186,5
19850926,193,5
19851003,196,6
19851010,168,8
19851017,162,6
19851024,174,5
19851031,178,7
19851107,184,5
19851114,179,6
19851121,180,5
19851128,160,10
19851205,185,4
19851212,191,7
19851219,209,3
19851226,222,5
19860102,258,2
19860109,268,6
19860116,247,6
19860123,180,9
19860130,158,8
19860206,153,7
19860213,174,3
19860220,177,5
19860227,178,6
19860306,163,9
19860313,164,6
19860320,160,7
19860327,167,6
19860403,176,5
19860410,184,5
19860417,173,8
19860424,149,8
19860501,150,6
19860508,162,6
19860515,175,5
19860522,159,9
19860529,163,6
19860605,158,7
19860612,151,7
19860619,164,6
19860626,166,7
19860703,172,5
19860710,179,6
19860717,187,5
19860724,194,6
19860731,203,4
19860807,178,7
19860814,173,6
19860821,166,6
19860828,174,5
19860904,163,8
19860911,164,5
19860918,172,6
19860925,183,5
19861002,165,9
19861009,173,7
19861016,188,4
19861023,183,6
19861030,158,9
19861106,166,5
19861113,170,6
19861120,157,8
19861127,154,8
19861204,163,5
19861211,180,6
19861218,191,4
19861225,227,1
19870101,259,1
19870108,283,4
19870115,193,14
19870122,194,4
19870129,169,7
19870205,151,7
19870212,170,6
19870219,167,9
19870226,146,8
19870305,147,8
19870312,155,5
19870319,170,5
19870326,162,8
19870402,165,6
19870409,178,4
19870416,155,9
19870423,169,5
19870430,150,8
19870507,164,4
19870514,173,6
19870521,179,6
19870528,181,7
19870604,175,8
19870611,155,9
19870618,152,7
19870625,160,5
19870702,171,5
19870709,180,6
19870716,178,7
19870723,184,5
19870730,171,7
19870806,167,6
19870813,170,5
19870820,162,9
19870827,169,5
19870903,166,6
19870910,167,7
19870917,161,7
19870924,177,4
19871001,152,10
19871008,153,6
19871015,161,6
19871022,161,8
19871029,150,8
19871105,158,9
19871112,161,6
19871119,186,5
19871126,150,10
19871203,152,6
19871210,154,6
19871217,152,9
19871224,166,4
19871231,188,4
19880107,200,5
19880114,169,10
19880121,157,8
19880128,144,8
19880204,155,6
19880211,170,4
19880218,158,10
19880225,155,8
19880303,141,9
19880310,154,5
19880317,146,9
19880324,151,6
19880331,148,8
19880407,163,5
19880414,153,7
19880421,155,7
19880428,153,7
19880505,156,6
19880512,145,10
19880519,152,6
19880526,137,11
19880602,135,7
19880609,141,8
19880616,138,10
19880623,133,9
19880630,147,5
19880707,152,7
19880714,166,5
19880721,162,7
19880728,154,8
19880804,169,5
19880811,172,6
19880818,164,7
19880825,155,9
19880901,135,9
19880908,146,7
19880915,162,5
19880922,157,9
19880929,163,7
19881006,172,5
19881013,184,5
19881020,172,7
19881027,166,8
19881103,179,5
19881110,175,7
19881117,182,7
19881124,147,9
19881201,148,7
19881208,138,10
19881215,147,5
19881222,152,5
19881229,188,1
19890105,208,4
19890112,179,11
19890119,153,9
19890126,154,6
19890202,166,7
19890209,166,6
19890216,179,7
19890223,174,6
19890302,161,8
19890309,155,7
19890316,154,6
19890323,147,9
19890330,156,7
19890406,160,6
19890413,148,8
19890420,147,8
19890427,158,6
19890504,175,5
19890511,182,6
19890518,157,9
19890525,146,9
19890601,146,8
19890608,143,8
19890615,156,6
19890622,152,7
19890629,156,6
19890706,160,8
19890713,161,6
19890720,180,3
19890727,152,10
19890803,155,8
19890810,155,7
19890817,160,7
19890824,146,8
19890831,151,5
19890907,151,9
19890914,158,5
19890921,165,7
19890928,160,8
19891005,162,8
19891012,168,6
19891019,169,7
19891026,177,6
19891102,184,5
19891109,176,10
19891116,170,8
19891123,180,8
19891130,190,5
19891207,150,10
19891214,143,8
19891221,145,7
19891228,165,3
19900104,186,6
19900111,187,6
19900118,172,8
19900125,167,8
19900201,158,7
19900208,157,6
19900215,139,11
19900222,149,7
19900301,145,9
19900308,137,8
19900315,125,11
19900322,137,7
19900329,136,9
19900405,141,8
19900412,136,8
19900419,164,3
19900426,170,8
19900503,172,7
19900510,144,13
19900517,152,7
19900524,166,7
19900531,164,10
19900607,169,6
19900614,160,7
19900621,157,9
19900628,157,7
19900705,163,7
19900712,161,7
19900719,173,6
19900726,173,10
19900802,163,9
